time_ps,n_hbonds
19470.0,3
19480.0,3
19490.0,3
19500.0,3
19510.0,3
19520.0,3
19530.0,3
19540.0,3
19550.0,3
19560.0,3
19570.0,3
19580.0,3
19590.0,3
19600.0,3
19610.0,3
19620.0,3
19630.0,2
19640.0,3
19650.0,3
19660.0,3
19670.0,3
19680.0,3
19690.0,3
19700.0,3
19710.0,3
19720.0,2
19730.0,2
19740.0,3
19750.0,3
19760.0,2
19770.0,3
19780.0,2
19790.0,3
19800.0,3
19810.0,3
19820.0,3
19830.0,3
19840.0,3
19850.0,2
19860.0,3
19870.0,3
19880.0,3
19890.0,2
19900.0,3
19910.0,3
19920.0,3
19930.0,3
19940.0,2
19950.0,3
19960.0,3
19970.0,3
19980.0,2
19990.0,3
20000.0,2
20010.0,3
20020.0,3
